ID
AGAP000051
AGAP000088
AGAP000091
AGAP000092
AGAP000106
AGAP000118
AGAP000155
AGAP000163
AGAP000165
AGAP000170
AGAP000184
AGAP000192
AGAP000193
AGAP000194
AGAP000222
AGAP000275
AGAP000284
AGAP000287
AGAP000288
AGAP000289
AGAP000396
AGAP000414
AGAP000454
AGAP000466
AGAP000500
AGAP000551
AGAP000565
AGAP000618
AGAP000708
AGAP000761
AGAP000780
AGAP000794
AGAP000804
AGAP000813
AGAP000818
AGAP000851
AGAP000856
AGAP000877
AGAP000881
AGAP000882
AGAP000888
AGAP000935
AGAP000946
AGAP000947
AGAP000971
AGAP000994
AGAP001021
AGAP001038
AGAP001039
AGAP001076
AGAP001098
AGAP001101
AGAP001116
AGAP001200
AGAP001218
AGAP001219
AGAP001240
AGAP001257
AGAP001312
AGAP001318
AGAP001325
AGAP001356
AGAP001405
AGAP001443
AGAP001507
AGAP001546
AGAP001623
AGAP001653
AGAP001711
AGAP001713
AGAP001722
AGAP001723
AGAP001744
AGAP001767
AGAP001787
AGAP001789
AGAP001815
AGAP001861
AGAP001864
AGAP001884
AGAP001899
AGAP001903
AGAP001951
AGAP002037
AGAP002138
AGAP002170
AGAP002192
AGAP002195
AGAP002196
AGAP002197
AGAP002202
AGAP002204
AGAP002205
AGAP002206
AGAP002207
AGAP002208
AGAP002209
AGAP002210
AGAP002211
AGAP002217
AGAP002227
AGAP002245
AGAP002288
AGAP002308
AGAP002317
AGAP002391
AGAP002416
AGAP002417
AGAP002418
AGAP002419
AGAP002429
AGAP002499
AGAP002518
AGAP002520
AGAP002521
AGAP002534
AGAP002551
AGAP002552
AGAP002555
AGAP002557
AGAP002586
AGAP002616
AGAP002647
AGAP002652
AGAP002728
AGAP002734
AGAP002740
AGAP002764
AGAP002765
AGAP002766
AGAP002767
AGAP002769
AGAP002791
AGAP002816
AGAP002825
AGAP002830
AGAP002862
AGAP002863
AGAP002864
AGAP002865
AGAP002866
AGAP002867
AGAP002868
AGAP002869
AGAP002870
AGAP002883
AGAP002889
AGAP002894
AGAP002898
AGAP002933
AGAP003049
AGAP003050
AGAP003051
AGAP003065
AGAP003066
AGAP003067
AGAP003142
AGAP003165
AGAP003167
AGAP003168
AGAP003178
AGAP003209
AGAP003231
AGAP003233
AGAP003257
AGAP003321
AGAP003322
AGAP003338
AGAP003343
AGAP003408
AGAP003414
AGAP003418
AGAP003502
AGAP003515
AGAP003516
AGAP003522
AGAP003523
AGAP003578
AGAP003581
AGAP003582
AGAP003583
AGAP003584
AGAP003608
AGAP003636
AGAP003640
AGAP003641
AGAP003642
AGAP003652
AGAP003704
AGAP003714
AGAP003738
AGAP003750
AGAP003772
AGAP003780
AGAP003781
AGAP003782
AGAP003783
AGAP003784
AGAP003785
AGAP003786
AGAP003787
AGAP003788
AGAP003866
AGAP003889
AGAP003893
AGAP003900
AGAP003904
AGAP003975
AGAP003984
AGAP004013
AGAP004014
AGAP004015
AGAP004031
AGAP004036
AGAP004038
AGAP004055
AGAP004097
AGAP004103
AGAP004118
AGAP004123
AGAP004159
AGAP004163
AGAP004164
AGAP004165
AGAP004171
AGAP004172
AGAP004173
AGAP004189
AGAP004195
AGAP004197
AGAP004247
AGAP004248
AGAP004358
AGAP004362
AGAP004366
AGAP004378
AGAP004380
AGAP004381
AGAP004382
AGAP004383
AGAP004422
AGAP004437
AGAP004572
AGAP004611
AGAP004622
AGAP004653
AGAP004665
AGAP004676
AGAP004677
AGAP004687
AGAP004710
AGAP004715
AGAP004749
AGAP004802
AGAP004816
AGAP004854
AGAP004880
AGAP004904
AGAP004975
AGAP004976
AGAP004977
AGAP004978
AGAP004980
AGAP004981
AGAP005009
AGAP005054
AGAP005110
AGAP005124
AGAP005153
AGAP005166
AGAP005167
AGAP005169
AGAP005170
AGAP005222
AGAP005234
AGAP005323
AGAP005371
AGAP005372
AGAP005373
AGAP005419
AGAP005435
AGAP005447
AGAP005499
AGAP005501
AGAP005502
AGAP005503
AGAP005520
AGAP005532
AGAP005558
AGAP005581
AGAP005618
AGAP005621
AGAP005636
AGAP005637
AGAP005638
AGAP005645
AGAP005656
AGAP005657
AGAP005658
AGAP005660
AGAP005662
AGAP005712
AGAP005749
AGAP005756
AGAP005757
AGAP005758
AGAP005774
AGAP005833
AGAP005834
AGAP005835
AGAP005836
AGAP005837
AGAP005860
AGAP005894
AGAP005914
AGAP005948
AGAP005980
AGAP005992
AGAP006020
AGAP006023
AGAP006047
AGAP006048
AGAP006049
AGAP006082
AGAP006176
AGAP006185
AGAP006220
AGAP006221
AGAP006224
AGAP006225
AGAP006226
AGAP006227
AGAP006228
AGAP006258
AGAP006360
AGAP006366
AGAP006456
AGAP006470
AGAP006478
AGAP006532
AGAP006572
AGAP006576
AGAP006646
AGAP006654
AGAP006660
AGAP006700
AGAP006723
AGAP006725
AGAP006727
AGAP006780
AGAP006807
AGAP006818
AGAP006821
AGAP006891
AGAP006926
AGAP006936
AGAP007014
AGAP007015
AGAP007016
AGAP007017
AGAP007020
AGAP007026
AGAP007082
AGAP007121
AGAP007123
AGAP007180
AGAP007201
AGAP007237
AGAP007249
AGAP007309
AGAP007391
AGAP007420
AGAP007475
AGAP007479
AGAP007480
AGAP007491
AGAP007497
AGAP007543
AGAP007572
AGAP007593
AGAP007621
AGAP007661
AGAP007662
AGAP007784
AGAP007786
AGAP007809
AGAP007852
AGAP007868
AGAP007879
AGAP007880
AGAP007881
AGAP007893
AGAP007917
AGAP007918
AGAP007939
AGAP007958
AGAP008000
AGAP008016
AGAP008018
AGAP008019
AGAP008020
AGAP008022
AGAP008042
