ID
AGAP000226
AGAP000230
AGAP000750
AGAP001012
AGAP001114
AGAP001115
AGAP001117
AGAP001119
AGAP001120
AGAP001122
AGAP001123
AGAP001125
AGAP001137
AGAP001169
AGAP001170
AGAP001171
AGAP001172
AGAP001173
AGAP001353
AGAP001354
AGAP001355
AGAP001912
AGAP001915
AGAP001958
AGAP001981
AGAP001982
AGAP001983
AGAP001984
AGAP002044
AGAP002045
AGAP002046
AGAP002125
AGAP002126
AGAP002275
AGAP002341
AGAP002558
AGAP002560
AGAP002633
AGAP002635
AGAP002639
AGAP002640
AGAP002722
AGAP002995
AGAP003053
AGAP003054
AGAP003055
AGAP003098
AGAP003310
AGAP003573
AGAP004067
AGAP004114
AGAP004262
AGAP004263
AGAP004278
AGAP004313
AGAP004354
AGAP004355
AGAP004356
AGAP004357
AGAP004716
AGAP004727
AGAP004951
AGAP004971
AGAP004974
AGAP005047
AGAP005495
AGAP005514
AGAP005760
AGAP006143
AGAP006167
AGAP006450
AGAP006666
AGAP006667
AGAP006689
AGAP006690
AGAP006697
AGAP006712
AGAP006713
AGAP006714
AGAP006716
AGAP006717
AGAP006785
AGAP006870
AGAP006874
AGAP006875
AGAP006876
AGAP006877
AGAP006917
AGAP007756
AGAP007757
AGAP007797
AGAP007801
AGAP008114
AGAP008182
AGAP008333
AGAP008739
AGAP008894
AGAP009111
AGAP009256
AGAP009383
AGAP009386
AGAP009390
AGAP009391
AGAP009392
AGAP009393
AGAP009394
AGAP009395
AGAP009396
AGAP009397
AGAP009398
AGAP009408
AGAP009409
AGAP009410
AGAP009411
AGAP009412
AGAP009413
AGAP009519
AGAP009520
AGAP009640
AGAP009704
AGAP009705
AGAP009706
AGAP009707
AGAP009718
AGAP009719
AGAP009720
AGAP009802
AGAP009803
AGAP009804
AGAP009805
AGAP009853
AGAP009854
AGAP009855
AGAP009856
AGAP009857
AGAP009858
AGAP009999
AGAP010195
AGAP010504
AGAP010505
AGAP010507
AGAP011167
AGAP011467
AGAP011468
AGAP011469
AGAP011631
AGAP011813
AGAP011915
AGAP011978
AGAP011979
AGAP011989
AGAP011990
AGAP011991
AGAP012674
AGAP012758
AGAP012854
AGAP013061
AGAP013396
AGAP013533
AGAP028142
