ID
AGAP000047
AGAP000085
AGAP000177
AGAP000344
AGAP000345
AGAP000744
AGAP000745
AGAP000820
AGAP001664
AGAP001665
AGAP001666
AGAP001667
AGAP001668
AGAP001669
AGAP002612
AGAP002613
AGAP002726
AGAP002994
AGAP003037
AGAP003375
AGAP003377
AGAP003378
AGAP003379
AGAP003380
AGAP003381
AGAP003382
AGAP003383
AGAP003384
AGAP003385
AGAP003390
AGAP005451
AGAP005453
AGAP005454
AGAP005455
AGAP005456
AGAP005459
AGAP005966
AGAP005967
AGAP005968
AGAP005969
AGAP005993
AGAP005995
AGAP005996
AGAP005997
AGAP005998
AGAP005999
AGAP006000
AGAP006001
AGAP006002
AGAP006003
AGAP006004
AGAP006005
AGAP006006
AGAP006007
AGAP006008
AGAP006009
AGAP006010
AGAP006011
AGAP006012
AGAP006013
AGAP006095
AGAP006261
AGAP006283
AGAP006321
AGAP006369
AGAP006370
AGAP006497
AGAP006597
AGAP006828
AGAP006829
AGAP006830
AGAP006831
AGAP006833
AGAP006834
AGAP006836
AGAP006837
AGAP006838
AGAP006839
AGAP006840
AGAP006841
AGAP006842
AGAP006843
AGAP006844
AGAP006845
AGAP006846
AGAP006847
AGAP006848
AGAP006849
AGAP006850
AGAP006851
AGAP006852
AGAP006853
AGAP006854
AGAP006855
AGAP006856
AGAP006857
AGAP006858
AGAP006859
AGAP006860
AGAP006861
AGAP006862
AGAP006863
AGAP006864
AGAP006865
AGAP006866
AGAP006867
AGAP006868
AGAP006931
AGAP007040
AGAP007042
AGAP007980
AGAP008960
AGAP009162
AGAP009599
AGAP009868
AGAP009869
AGAP009870
AGAP009871
AGAP009872
AGAP009873
AGAP009874
AGAP009875
AGAP009876
AGAP009877
AGAP009878
AGAP009879
AGAP010095
AGAP010097
AGAP010098
AGAP010099
AGAP010100
AGAP010101
AGAP010102
AGAP010103
AGAP010104
AGAP010105
AGAP010106
AGAP010107
AGAP010108
AGAP010109
AGAP010112
AGAP010113
AGAP010114
AGAP010116
AGAP010117
AGAP010119
AGAP010120
AGAP010121
AGAP010122
AGAP010123
AGAP010124
AGAP010126
AGAP010127
AGAP010128
AGAP010369
AGAP010717
AGAP010848
AGAP010887
AGAP011480
AGAP011505
AGAP011506
AGAP012462
AGAP012466
AGAP012487
AGAP012728
AGAP012750
AGAP012795
AGAP012866
AGAP013248
AGAP013367
AGAP013749
AGAP028413
